DATE,ORG_CODE,GRADE_SORT_ORDER,GRADE,SPECIALITY_GROUP,SPECIALTY,FTE
30/09/2017,RTD,2,Associate Specialist,Surgical group,Otolaryngology,1
30/09/2017,RTD,2,Associate Specialist,Surgical group,Plastic surgery,1
30/09/2017,RTD,3,Specialty Doctor,Anaesthetics,Anaesthetics,6.7
30/09/2017,RTD,3,Specialty Doctor,Dental group,Oral and maxillo-facial surgery,2
30/09/2017,RTD,3,Specialty Doctor,Dental group,Oral Surgery,3.6
30/09/2017,RTD,3,Specialty Doctor,Dental group,Paediatric dentistry,0.5
30/09/2017,RTD,3,Specialty Doctor,Dental group,Restorative dentistry,2.4
30/09/2017,RM2,5,Specialty Registrar,Surgical group,General surgery,22.4
30/09/2017,RM2,5,Specialty Registrar,Surgical group,Otolaryngology,3
30/09/2017,RM2,5,Specialty Registrar,Surgical group,Plastic surgery,15
30/09/2017,RM2,5,Specialty Registrar,Surgical group,Trauma and orthopaedic surgery,8
30/09/2017,RM2,5,Specialty Registrar,Surgical group,Urology,6
30/09/2017,RM2,5,Specialty Registrar,Surgical group,Vascular Surgery,1
30/09/2017,RM2,6,Core Training,Anaesthetics,Anaesthetics,1
30/09/2017,RM2,6,Core Training,Anaesthetics,Intensive care medicine,2
30/09/2017,RM2,6,Core Training,Dental group,Oral and maxillo-facial surgery,5
30/09/2017,RM2,6,Core Training,Emergency Medicine,Emergency Medicine,5.5
30/09/2017,RM2,6,Core Training,General medicine group,Acute Internal Medicine,7
30/09/2017,RM2,6,Core Training,General medicine group,Cardiology,4
30/09/2017,RM2,6,Core Training,General medicine group,Gastroenterology,3
30/09/2017,RM2,6,Core Training,General medicine group,Geriatric medicine,6
30/09/2017,RM2,6,Core Training,General medicine group,Infectious diseases,2
30/09/2017,RM2,6,Core Training,General medicine group,Medical oncology,1
30/09/2017,RM2,6,Core Training,General medicine group,Respiratory medicine,13.8
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Genito-urinary medicine,2.4
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Geriatric medicine,8.9
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Neurology,3
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,2
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,6
30/09/2017,RTK,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,2.90909
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,10.91818
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,24
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Pathology group,Chemical pathology,1
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Pathology group,Haematology,1.5
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Pathology group,Histopathology,2
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Pathology group,Medical microbiology,3
30/09/2017,RTK,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Medical,1
30/09/2017,RTD,3,Specialty Doctor,Emergency Medicine,Emergency Medicine,2
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Clinical genetics,1
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Dermatology,2.9
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Endocrinology and diabetes mellitus,0.5
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Geriatric medicine,1.7
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Medical oncology,1.2
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Other,0.1875
30/09/2017,RTD,3,Specialty Doctor,General medicine group,Palliative medicine,0.5
30/09/2017,RTD,3,Specialty Doctor,Obstetrics & gynaecology,Community Sexual and Reproductive Health,2.9
30/09/2017,RTD,3,Specialty Doctor,Obstetrics & gynaecology,Obstetrics and Gynaecology,0.7
30/09/2017,RTD,3,Specialty Doctor,Paediatric group,Paediatric cardiology,1
30/09/2017,RTD,3,Specialty Doctor,Paediatric group,Paediatrics,4.2
30/09/2017,RTD,3,Specialty Doctor,Pathology group,Haematology,0.6
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Cardio-thoracic surgery,3
30/09/2017,RTD,3,Specialty Doctor,Surgical group,General surgery,1
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Ophthalmology,2.2
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Otolaryngology,2.3
30/09/2017,RM2,6,Core Training,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RM2,6,Core Training,Paediatric group,Paediatrics,1
30/09/2017,RM2,6,Core Training,Pathology group,Haematology,1
30/09/2017,RM2,6,Core Training,Surgical group,Cardio-thoracic surgery,2
30/09/2017,RM2,6,Core Training,Surgical group,General surgery,9
30/09/2017,RM2,6,Core Training,Surgical group,Otolaryngology,1
30/09/2017,RM2,6,Core Training,Surgical group,Plastic surgery,10.85
30/09/2017,RM2,6,Core Training,Surgical group,Trauma and orthopaedic surgery,6
30/09/2017,RM2,6,Core Training,Surgical group,Urology,2
30/09/2017,RM2,7,Foundation Doctor Year 2,Anaesthetics,Intensive care medicine,1
30/09/2017,RM2,7,Foundation Doctor Year 2,Emergency Medicine,Emergency Medicine,6
30/09/2017,RM2,7,Foundation Doctor Year 2,General medicine group,General (internal) medicine,2
30/09/2017,RM2,7,Foundation Doctor Year 2,General medicine group,General Med Practitioner,11
30/09/2017,RM2,7,Foundation Doctor Year 2,General medicine group,Medical oncology,9
30/09/2017,RM2,7,Foundation Doctor Year 2,Obstetrics & gynaecology,Obstetrics and Gynaecology,2
30/09/2017,RM2,7,Foundation Doctor Year 2,Paediatric group,Paediatrics,2
30/09/2017,RM2,7,Foundation Doctor Year 2,Pathology group,General pathology,2
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Plastic surgery,2
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Trauma and orthopaedic surgery,1
30/09/2017,RTD,3,Specialty Doctor,Surgical group,Urology,1
30/09/2017,RTD,5,Specialty Registrar,Anaesthetics,Anaesthetics,70.6
30/09/2017,RTD,5,Specialty Registrar,Anaesthetics,Intensive care medicine,4
30/09/2017,RTD,5,Specialty Registrar,Clinical oncology,Clinical oncology,8
30/09/2017,RTD,5,Specialty Registrar,Dental group,Oral and maxillo-facial surgery,2
30/09/2017,RTD,5,Specialty Registrar,Dental group,Oral Surgery,1
30/09/2017,RTD,5,Specialty Registrar,Dental group,Orthodontics,3.8
30/09/2017,RTD,5,Specialty Registrar,Dental group,Paediatric dentistry,5.3625
30/09/2017,RTD,5,Specialty Registrar,Dental group,Restorative dentistry,4
30/09/2017,RTD,5,Specialty Registrar,Dental group,Special Care Dentistry,1
30/09/2017,RTD,5,Specialty Registrar,Emergency Medicine,Emergency Medicine,11
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Acute Internal Medicine,1.6
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Cardiology,13.6
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Clinical genetics,3.4
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Clinical neurophysiology,1
30/09/2017,RM2,7,Foundation Doctor Year 2,Psychiatry group,General psychiatry,3
30/09/2017,RM2,7,Foundation Doctor Year 2,Surgical group,Trauma and orthopaedic surgery,1
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,Acute Internal Medicine,1
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,Cardiology,2
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,Gastroenterology,2
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,General (internal) medicine,3
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,Geriatric medicine,6
30/09/2017,RM2,8,Foundation Doctor Year 1,General medicine group,Respiratory medicine,5
30/09/2017,RM2,8,Foundation Doctor Year 1,Surgical group,General surgery,11.7125
30/09/2017,RM2,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,3
30/09/2017,RM2,8,Foundation Doctor Year 1,Surgical group,Urology,2
30/09/2017,RM2,9,Hospital Practitioner / Clinical Assistant,General medicine group,Dermatology,0.6
30/09/2017,RM2,9,Hospital Practitioner / Clinical Assistant,General medicine group,General Med Practitioner,0.6
30/09/2017,RM2,9,Hospital Practitioner / Clinical Assistant,PHM & CHS group,Community Health Service Medical,0.15
30/09/2017,RM3,1,Consultant (including Directors of Public Health),Anaesthetics,Anaesthetics,67.7
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Psychiatry group,Child and adolescent psychiatry,0.8
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Radiology group,Clinical radiology,15.35
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Surgical group,General surgery,18.5
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Surgical group,Ophthalmology,11.6
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Surgical group,Otolaryngology,3.55
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Surgical group,Trauma and orthopaedic surgery,16.03427
30/09/2017,RTK,1,Consultant (including Directors of Public Health),Surgical group,Urology,7
30/09/2017,RTK,2,Associate Specialist,Anaesthetics,Anaesthetics,2
30/09/2017,RTK,2,Associate Specialist,Dental group,Oral and maxillo-facial surgery,1.1
30/09/2017,RTK,2,Associate Specialist,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RTK,2,Associate Specialist,Paediatric group,Paediatrics,2
30/09/2017,RTK,2,Associate Specialist,Pathology group,Histopathology,1
30/09/2017,RTK,2,Associate Specialist,PHM & CHS group,Community Health Service Medical,1
30/09/2017,RTK,2,Associate Specialist,Surgical group,General surgery,1
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Clinical pharmacology and therapeutics,2
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Dermatology,11.6
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Endocrinology and diabetes mellitus,7.4
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Gastroenterology,11.2
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Genito-urinary medicine,3.7
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Geriatric medicine,11.1
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Infectious diseases,8
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Medical oncology,7.2
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Medical ophthalmology,1
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Neurology,7.6
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Occupational medicine,2.2
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Palliative medicine,1
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Renal medicine,7.2
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Respiratory medicine,10.3
30/09/2017,RTD,5,Specialty Registrar,General medicine group,Rheumatology,6.7
30/09/2017,RTD,5,Specialty Registrar,Obstetrics & gynaecology,Community Sexual and Reproductive Health,0.9
30/09/2017,RTK,2,Associate Specialist,Surgical group,Ophthalmology,0.90909
30/09/2017,RTK,2,Associate Specialist,Surgical group,Otolaryngology,1
30/09/2017,RTK,2,Associate Specialist,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RTK,3,Specialty Doctor,Anaesthetics,Anaesthetics,8.7
30/09/2017,RTK,3,Specialty Doctor,Dental group,Oral and maxillo-facial surgery,3.05
30/09/2017,RTK,3,Specialty Doctor,Emergency Medicine,Emergency Medicine,3
30/09/2017,RTK,3,Specialty Doctor,General medicine group,Dermatology,0.3
30/09/2017,RTK,3,Specialty Doctor,General medicine group,Gastroenterology,0.1
30/09/2017,RTK,3,Specialty Doctor,General medicine group,Genito-urinary medicine,0.1
30/09/2017,RTK,3,Specialty Doctor,General medicine group,Geriatric medicine,6.69
30/09/2017,RTK,3,Specialty Doctor,General medicine group,Respiratory medicine,0.6
30/09/2017,RTK,3,Specialty Doctor,Obstetrics & gynaecology,Obstetrics and Gynaecology,1
30/09/2017,RTK,3,Specialty Doctor,Paediatric group,Paediatrics,3
30/09/2017,RTK,3,Specialty Doctor,Pathology group,Haematology,1
30/09/2017,RTK,3,Specialty Doctor,Surgical group,General surgery,2
30/09/2017,RTK,3,Specialty Doctor,Surgical group,Otolaryngology,0.725
30/09/2017,RTD,5,Specialty Registrar,Obstetrics & gynaecology,Obstetrics and Gynaecology,25.8
30/09/2017,RTD,5,Specialty Registrar,Paediatric group,Paediatric cardiology,10
30/09/2017,RTD,5,Specialty Registrar,Paediatric group,Paediatrics,79.7
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Chemical pathology,0.7
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Diagnostic Neuropathology,1
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Forensic Histopathology,1
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Haematology,10
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Histopathology,15.2
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Immunology,2.8
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Medical microbiology,5
30/09/2017,RTD,5,Specialty Registrar,Pathology group,Virology,0.7
30/09/2017,RTD,5,Specialty Registrar,Radiology group,Clinical radiology,25.4
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Cardio-thoracic surgery,13
30/09/2017,RTD,5,Specialty Registrar,Surgical group,General surgery,25
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Neurosurgery,13
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Ophthalmology,23.2
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Otolaryngology,11
30/09/2017,RTK,3,Specialty Doctor,Surgical group,Urology,1
30/09/2017,RTK,4,Staff Grade,Anaesthetics,Anaesthetics,1
30/09/2017,RTK,5,Specialty Registrar,Anaesthetics,Anaesthetics,11.5035
30/09/2017,RTK,5,Specialty Registrar,Dental group,Orthodontics,1
30/09/2017,RTK,5,Specialty Registrar,Emergency Medicine,Emergency Medicine,13.25
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Cardiology,4
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Dermatology,2.3
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Gastroenterology,3
30/09/2017,RTK,5,Specialty Registrar,General medicine group,General (internal) medicine,9.66625
30/09/2017,RTK,5,Specialty Registrar,General medicine group,General Practice (GP) 6 month Training,13.5
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Genito-urinary medicine,1
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Geriatric medicine,5.6
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Palliative medicine,2
30/09/2017,RTK,5,Specialty Registrar,General medicine group,Respiratory medicine,4.8
30/09/2017,RTK,5,Specialty Registrar,Obstetrics & gynaecology,Obstetrics and Gynaecology,15.3495
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Paediatric surgery,5.8
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Plastic surgery,12.9
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Trauma and orthopaedic surgery,23.4
30/09/2017,RTD,5,Specialty Registrar,Surgical group,Urology,13
30/09/2017,RTD,6,Core Training,Anaesthetics,Anaesthetics,17
30/09/2017,RTD,6,Core Training,Dental group,Oral and maxillo-facial surgery,2
30/09/2017,RTD,6,Core Training,Dental group,Periodontics,2
30/09/2017,RTD,6,Core Training,Dental group,Restorative dentistry,9
30/09/2017,RTD,6,Core Training,Emergency Medicine,Emergency Medicine,12
