ORG_CODE,DATE,POPULATION,QUESTION,RATING_SCORE
RW1,25/02/2015,Perinatal services,Overall,3
RW1,25/02/2015,Specialist eating disorders services,Safe,2
RW1,25/02/2015,Specialist eating disorders services,Effective,2
RW1,25/02/2015,Specialist eating disorders services,Caring,2
RW1,25/02/2015,Specialist eating disorders services,Responsive,2
RW1,25/02/2015,Specialist eating disorders services,Well-led,2
RW1,25/02/2015,Specialist eating disorders services,Overall,2
RW1,25/02/2015,Urgent care services,Safe,1
RW1,25/02/2015,Urgent care services,Effective,1
RW1,25/02/2015,Urgent care services,Caring,2
RW1,25/02/2015,Urgent care services,Responsive,1
RW1,25/02/2015,Urgent care services,Well-led,1
RW1,25/02/2015,Urgent care services,Overall,1
RW1,25/02/2015,Wards for older people with mental health problems,Safe,1
RW1,25/02/2015,Wards for older people with mental health problems,Effective,2
RW1,25/02/2015,Wards for older people with mental health problems,Caring,2
RW1,25/02/2015,Wards for older people with mental health problems,Responsive,2
RW1,25/02/2015,Wards for older people with mental health problems,Well-led,2
RW1,25/02/2015,Wards for older people with mental health problems,Overall,2
RW1,25/02/2015,Wards for people with learning disabilities or autism,Safe,1
RW1,25/02/2015,Wards for people with learning disabilities or autism,Caring,2
RW1,25/02/2015,Wards for people with learning disabilities or autism,Responsive,2
RW1,25/02/2015,Wards for people with learning disabilities or autism,Well-led,1
RW1,25/02/2015,Wards for people with learning disabilities or autism,Overall,1
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Effective,2
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Well-led,2
RW4,14/10/2015,Acute wards for adults of working age and psychiatric intensive care units,Overall,2
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Safe,2
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Effective,2
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Caring,2
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Responsive,2
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Well-led,1
RW4,14/10/2015,Community mental health services for people with learning disabilities or autism,Overall,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Safe,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Effective,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Caring,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Responsive,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Well-led,2
RW4,14/10/2015,Community-based mental health services for adults of working age,Overall,2
RW4,14/10/2015,Community-based mental health services for older people,Safe,2
RW4,14/10/2015,Community-based mental health services for older people,Effective,2
RW4,14/10/2015,Community-based mental health services for older people,Caring,3
RW4,14/10/2015,Community-based mental health services for older people,Responsive,2
RW4,14/10/2015,Community-based mental health services for older people,Well-led,2
RW4,14/10/2015,Community-based mental health services for older people,Overall,2
RW4,27/06/2017,Forensic inpatient/secure wards,Safe,1
RW4,27/06/2017,Forensic inpatient/secure wards,Effective,2
RW4,27/06/2017,Forensic inpatient/secure wards,Caring,2
RW4,27/06/2017,Forensic inpatient/secure wards,Responsive,2
RW4,27/06/2017,Forensic inpatient/secure wards,Well-led,2
RW4,27/06/2017,Forensic inpatient/secure wards,Overall,2
RW4,19/10/2017,High secure services,Safe,2
RW4,19/10/2017,High secure services,Effective,2
RW4,19/10/2017,High secure services,Caring,2
RW4,19/10/2017,High secure services,Responsive,2
RW4,19/10/2017,High secure services,Well-led,2
RW4,19/10/2017,High secure services,Overall,2
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Safe,1
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Well-led,1
RW4,14/10/2015,Long stay/rehabilitation mental health wards for working age adults,Overall,1
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Safe,2
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Effective,2
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Caring,2
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Responsive,2
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Well-led,2
RW4,14/10/2015,Mental health crisis services and health-based places of safety,Overall,2
RW4,27/06/2017,Other specialist services,Safe,2
RW4,27/06/2017,Other specialist services,Effective,3
RW4,27/06/2017,Other specialist services,Caring,3
RW4,27/06/2017,Other specialist services,Responsive,3
RW4,27/06/2017,Other specialist services,Well-led,2
RW4,27/06/2017,Other specialist services,Overall,3
RW4,27/06/2017,Overall,Safe,1
RW4,27/06/2017,Overall,Effective,2
RW4,27/06/2017,Overall,Caring,2
RW4,27/06/2017,Overall,Responsive,2
RW4,27/06/2017,Overall,Well-led,2
RW4,27/06/2017,Overall,Overall,2
RW4,27/06/2017,Substance Misuse,Safe,2
RW4,27/06/2017,Substance Misuse,Effective,2
RW4,27/06/2017,Substance Misuse,Caring,2
RW4,27/06/2017,Substance Misuse,Responsive,2
RW4,27/06/2017,Substance Misuse,Well-led,2
RW4,27/06/2017,Substance Misuse,Overall,2
RW4,27/06/2017,Wards for older people with mental health problems,Safe,1
RW4,27/06/2017,Wards for older people with mental health problems,Effective,1
RW4,27/06/2017,Wards for older people with mental health problems,Caring,2
RW4,27/06/2017,Wards for older people with mental health problems,Responsive,2
RW4,27/06/2017,Wards for older people with mental health problems,Well-led,1
RW4,27/06/2017,Wards for older people with mental health problems,Overall,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Safe,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Effective,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Caring,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Responsive,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Well-led,1
RW4,27/06/2017,Wards for people with learning disabilities or autism,Overall,1
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Safe,1
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Effective,1
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Caring,2
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Responsive,2
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Well-led,1
RW5,23/05/2018,Acute wards for adults of working age and psychiatric intensive care units,Overall,1
RW5,23/05/2018,Child and adolescent mental health wards,Safe,1
RW5,23/05/2018,Child and adolescent mental health wards,Effective,1
RW5,23/05/2018,Child and adolescent mental health wards,Caring,1
RW5,23/05/2018,Child and adolescent mental health wards,Responsive,1
RW5,23/05/2018,Child and adolescent mental health wards,Well-led,1
RW5,23/05/2018,Child and adolescent mental health wards,Overall,1
RW5,11/01/2017,Community health (sexual health services),Safe,2
RW5,11/01/2017,Community health (sexual health services),Effective,2
RW5,11/01/2017,Community health (sexual health services),Caring,2
RW5,11/01/2017,Community health (sexual health services),Responsive,2
RW5,11/01/2017,Community health (sexual health services),Well-led,2
RW5,11/01/2017,Community health (sexual health services),Overall,2
RW5,23/05/2018,Community health inpatient services,Safe,2
RW5,23/05/2018,Community health inpatient services,Effective,2
RW5,23/05/2018,Community health inpatient services,Caring,2
RW5,23/05/2018,Community health inpatient services,Responsive,2
RW5,23/05/2018,Community health inpatient services,Well-led,2
RW5,23/05/2018,Community health inpatient services,Overall,2
RW5,11/01/2017,Community health services for adults,Safe,1
RW5,11/01/2017,Community health services for adults,Effective,1
RW5,11/01/2017,Community health services for adults,Caring,2
RW5,11/01/2017,Community health services for adults,Responsive,2
RW5,11/01/2017,Community health services for adults,Well-led,2
RW5,11/01/2017,Community health services for adults,Overall,1
RW5,11/01/2017,"Community health services for children, young people and families",Safe,1
RW5,11/01/2017,"Community health services for children, young people and families",Effective,2
RW5,11/01/2017,"Community health services for children, young people and families",Caring,2
RW5,11/01/2017,"Community health services for children, young people and families",Responsive,2
RW5,11/01/2017,"Community health services for children, young people and families",Well-led,2
RW5,11/01/2017,"Community health services for children, young people and families",Overall,2
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Safe,2
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Effective,1
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Caring,2
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Responsive,2
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Well-led,2
RW5,11/01/2017,Community mental health services for people with learning disabilities or autism,Overall,2
